date.time,heating.mw.node1,heating.mw.node2,heating.mw.node3,heating.mw.node4
2015-01-01 00:00:00+00:00,5298.612095614001,2292.762230547,6009.659042822001,2987.388108005
2015-01-01 01:00:00+00:00,6041.385413677,2535.2321856189997,6420.8398870089995,3358.907380175
2015-01-01 02:00:00+00:00,5399.842622529999,2380.269403742,6120.567309487001,3051.3059266349997
2015-01-01 03:00:00+00:00,5110.870034391,2304.889027387,5838.711786585,2986.306520765
2015-01-01 04:00:00+00:00,4858.499345197,2257.084006162,5734.0048410029995,2892.805889435
2015-01-01 05:00:00+00:00,4761.151147885,2222.242277647,4936.088820289001,2642.492970169
2015-01-01 06:00:00+00:00,4746.383898847001,2187.094856583,4902.09946895,2685.862239427
2015-01-01 07:00:00+00:00,4785.459248633,2124.687816497,4648.304616865,2576.492430532
2015-01-01 08:00:00+00:00,4657.2528897189995,2098.879254686,4870.801480835999,2707.909308627
2015-01-01 09:00:00+00:00,4533.988866817999,1987.8416084430003,4861.765126171001,2653.1922089290006
2015-01-01 10:00:00+00:00,4419.004248501001,1948.069485166,4827.622240543999,2684.034766055
2015-01-01 11:00:00+00:00,4658.481719841,2045.268495933,5122.906744397,2797.361896765
2015-01-01 12:00:00+00:00,5134.666516482999,2202.509853749,5452.986761450999,3126.2706605150006
2015-01-01 13:00:00+00:00,5324.592748217,2288.258943819,5480.249500612001,3312.849130165
2015-01-01 14:00:00+00:00,5264.632754891,2102.6366108059997,4919.189169906001,2879.271401805
2015-01-01 15:00:00+00:00,4739.529801414999,1979.151592052,4951.590592467999,2636.7993017549998
2015-01-01 16:00:00+00:00,4508.888761932,1838.2179615090001,4788.263353759001,2193.2828464549993
2015-01-01 17:00:00+00:00,4359.934284165,1714.086586331,4621.479886024,2106.9395896449996
2015-01-01 18:00:00+00:00,4142.167832476,1700.142864273,4433.730320608,2084.8692257049997
2015-01-01 19:00:00+00:00,4043.6010121499994,1686.858073744,4321.41359836,2131.428376435
2015-01-01 20:00:00+00:00,3875.359371979999,1651.4281133340003,4260.56435232,2162.0803679250002
2015-01-01 21:00:00+00:00,3703.1966375559996,1685.490700038,4388.184071837,2490.407931535
2015-01-01 22:00:00+00:00,3203.522380455,1557.2273030529998,4272.805251665,1789.7282194749998
2015-01-01 23:00:00+00:00,3606.8244364039997,1689.538313801,4551.226928102,1888.203614985
2015-01-02 00:00:00+00:00,3874.578460453,1735.954903073,4640.632932764,2283.9478390449995
2015-01-02 01:00:00+00:00,4198.867884757999,1817.123040703,4477.420436793,2173.2423560149996
2015-01-02 02:00:00+00:00,3645.424137278,1669.232883904,4225.274440282,1940.947404795
2015-01-02 03:00:00+00:00,3367.471226699,1520.3690851009999,3953.3140569579996,1876.4736256649999
2015-01-02 04:00:00+00:00,3164.966046056,1464.273630381,3883.5340905050007,1869.049737925
2015-01-02 05:00:00+00:00,2913.187672086,1323.4119034889998,3635.1431527880004,1877.1912979410001
2015-01-02 06:00:00+00:00,2848.5176296679997,1268.457031902,3598.022247398001,1881.2657719790002
2015-01-02 07:00:00+00:00,2840.1007442539994,1283.4839114629997,3705.579848063,1941.8756777899998
2015-01-02 08:00:00+00:00,2754.200643713,1246.205035212,3673.7243742549995,1960.6388008279998
2015-01-02 09:00:00+00:00,2805.0693659139997,1222.044020299,3661.964051667,1960.994437465
2015-01-02 10:00:00+00:00,2784.8000760549994,1141.397604348,3662.0185410100003,1991.6641067249998
2015-01-02 11:00:00+00:00,2987.932751766,1218.3241340499999,3805.8803629,1987.051264085
2015-01-02 12:00:00+00:00,3238.709268163,1305.908497277,3970.5111827680003,2130.0688344150003
2015-01-02 13:00:00+00:00,3327.3893752619992,1328.179888355,3975.3174273310005,2061.248945925
2015-01-02 14:00:00+00:00,3500.49789286,1259.0395345050001,3595.3441534930002,1812.3071373649998
2015-01-02 15:00:00+00:00,3373.600649199,1179.226149372,3252.1779315020003,1609.0026291850002
2015-01-02 16:00:00+00:00,3219.374237898,1112.056868809,3002.911096258,1355.6166908149999
2015-01-02 17:00:00+00:00,3352.937317302,1121.993643456,2843.0229761249993,1309.876007275
2015-01-02 18:00:00+00:00,3167.4868924299994,1095.820699225,2827.588591275,1307.119582995
2015-01-02 19:00:00+00:00,3146.6226352969998,1114.1682261409999,2877.2130952710004,1278.312797155
2015-01-02 20:00:00+00:00,3244.0181160419997,1160.0306266799998,2968.2629338369998,1373.6707164749998
2015-01-02 21:00:00+00:00,3299.777667097,1212.49614348,3111.2571463940008,1682.0941961349997
2015-01-02 22:00:00+00:00,3260.650490892,1219.5435101009998,3192.417440608,1543.5268764349998
2015-01-02 23:00:00+00:00,3344.918690721999,1255.958241438,3384.263571008,1370.5039238850002
